id,name,description,category,muscle_groups,equipment_needed,difficulty,instructions,video_url,image_url,is_compound,is_custom,created_by,created_at,exercisedb_id,gif_url,tips,last_synced_at,sync_status
14cbfbc6-3652-52ea-9798-a80b8fbd7f2f,Medicine Ball V Up,Unsorted* · Spinal Flexion · Abdominals · Core,core,"{""Abdominals"",""Rectus Abdominis"",""Iliopsoas"",""Obliques""}","{""Medicine Ball""}",beginner,{},https://youtu.be/E0WFCTnN728?si=YvTVZvOCRm_hjh2B,,true,false,,2026-01-28 16:16:45+00,,,"{""Classification: Unsorted*"",""Mechanics: Compound"",""Movement: Spinal Flexion"",""Posture: Supine"",""Grip: Neutral"",""Load position: Other"",""Laterality: Bilateral"",""Force type: Other"",""In-depth video: https://youtu.be/7MY2agzydDw""}",,pending
52116824-ecf0-5dca-90b4-3428bad949b5,Suspension Knee Tuck,Unsorted* · Spinal Flexion · Abdominals · Core,core,"{""Abdominals"",""Rectus Abdominis""}","{""Suspension Trainer""}",beginner,{},https://youtu.be/z2tctrNfTrY,,true,false,,2026-01-28 16:16:45+00,,,"{""Classification: Unsorted*"",""Mechanics: Compound"",""Movement: Spinal Flexion"",""Movement: Anti-Extension"",""Posture: Prone"",""Grip: Flat Palm"",""Load position: No Load"",""Laterality: Bilateral"",""Force type: Other"",""In-depth video: https://youtu.be/EXIJ4dILenc""}",,pending
3a43f652-1e4d-50d4-9d86-339090a6c9c4,Suspension Lateral Knee Tuck,Unsorted* · Rotational · Abdominals · Core,core,"{""Abdominals"",""Rectus Abdominis""}","{""Suspension Trainer""}",intermediate,{},https://youtu.be/nedEXGnhHak,,true,false,,2026-01-28 16:16:45+00,,,"{""Classification: Unsorted*"",""Mechanics: Compound"",""Movement: Rotational"",""Movement: Spinal Flexion"",""Posture: Prone"",""Grip: Flat Palm"",""Load position: No Load"",""Laterality: Bilateral"",""Force type: Other"",""In-depth video: https://youtu.be/Jz9UDCeyuBo""}",,pending
29526e96-c73e-5a75-a949-77c03a3c2791,Suspension Archer Row,Unsorted* · Horizontal Pull · Shoulders · Upper Body,shoulders,"{""Shoulders"",""Posterior Deltoids""}","{""Suspension Trainer""}",beginner,{},https://youtu.be/O0wf46CgVZg,,true,false,,2026-01-28 16:16:45+00,,,"{""Classification: Unsorted*"",""Mechanics: Compound"",""Movement: Horizontal Pull"",""Posture: Standing"",""Grip: Neutral"",""Load position: No Load"",""Laterality: Unilateral"",""Force type: Pull""}",,pending
4510a079-593e-561f-b37e-0e3808e366db,Single Arm Dumbbell Turkish Get Up,Grinds · Rotational · Abdominals · Full Body,full_body,"{""Abdominals"",""Obliques"",""Rectus Abdominis""}","{""Dumbbell""}",intermediate,{},https://youtu.be/saYKvqSscuY,,true,false,,2026-01-28 16:16:45+00,,,"{""Classification: Grinds"",""Mechanics: Compound"",""Movement: Rotational"",""Posture: Supine"",""Grip: Neutral"",""Load position: Overhead"",""Laterality: Unilateral"",""Force type: Other"",""In-depth video: https://youtu.be/MlDLOiN42d4""}",,pending
06a2977f-5684-55dd-9922-c9e6a8d2032a,Bodyweight Bear Crawl,Animal Flow · Unsorted* · Abdominals · Core,core,"{""Abdominals"",""Rectus Abdominis""}","{""Bodyweight""}",beginner,{},https://youtu.be/8y-C1wUb-3c,,true,false,,2026-01-28 16:16:45+00,,,"{""Classification: Animal Flow"",""Mechanics: Compound"",""Movement: Unsorted*"",""Posture: Knee Hover Quadruped"",""Grip: Flat Palm"",""Load position: No Load"",""Laterality: Contralateral"",""Force type: Other"",""In-depth video: https://youtu.be/Wgt1vdZ_YYk""}",,pending
aa3f29bb-4613-5079-a2b4-02b9e530a0bd,Stability Ball Knee Tuck,Unsorted* · Spinal Flexion · Abdominals · Core,core,"{""Abdominals"",""Rectus Abdominis""}","{""Stability Ball""}",beginner,{},https://youtu.be/Q8MnsYG5sbk?si=8Aln2doES1PVTKQP,,true,false,,2026-01-28 16:16:45+00,,,"{""Classification: Unsorted*"",""Mechanics: Compound"",""Movement: Spinal Flexion"",""Posture: Prone"",""Grip: Flat Palm"",""Load position: No Load"",""Laterality: Bilateral"",""Force type: Other"",""In-depth video: https://youtu.be/PbCgRWzQPc8""}",,pending
275b9ef4-3cf1-5727-a9ae-55d30a1bca2a,Ring Hanging Leg Raise,Calisthenics · Hip Flexion · Abdominals · Core,core,"{""Abdominals"",""Rectus Abdominis"",""Iliopsoas"",""Obliques""}","{""Gymnastic Rings""}",advanced,{},https://youtu.be/IMWzJ7zkklA,,true,false,,2026-01-28 16:16:45+00,,,"{""Classification: Calisthenics"",""Mechanics: Compound"",""Movement: Hip Flexion"",""Posture: Hanging"",""Grip: Pronated"",""Load position: No Load"",""Laterality: Bilateral"",""Force type: Other""}",,pending
fe733a07-81e6-55e1-87e7-b9f277f100e3,Parallette L Sit,Calisthenics · Isometric Hold · Abdominals · Core,core,"{""Abdominals"",""Rectus Abdominis""}","{""Parallette Bars""}",advanced,{},https://youtu.be/lLu9U0G7Ogw,,true,false,,2026-01-28 16:16:45+00,,,"{""Classification: Calisthenics"",""Mechanics: Compound"",""Movement: Isometric Hold"",""Posture: L Sit"",""Grip: Neutral"",""Load position: No Load"",""Laterality: Bilateral"",""Force type: Other"",""In-depth video: https://youtu.be/rzK07x9QeNY""}",,pending
a2f40dc0-6cd0-594d-b306-abcf8861a8fb,Bodyweight Standing Walkout Plank,Calisthenics · Anti-Extension · Abdominals · Core,core,"{""Abdominals"",""Rectus Abdominis""}","{""Bodyweight""}",intermediate,{},https://youtu.be/R6SMJ-TzgZo,,true,false,,2026-01-28 16:16:45+00,,,"{""Classification: Calisthenics"",""Mechanics: Compound"",""Movement: Anti-Extension"",""Posture: Standing"",""Grip: Flat Palm"",""Load position: No Load"",""Laterality: Bilateral"",""Force type: Other""}",,pending
b0c29fc5-5652-5623-a220-83814e4f94b7,Ring Eccentric Pull Up,Calisthenics · Vertical Pull · Back · Upper Body,back,"{""Back"",""Latissimus Dorsi""}","{""Gymnastic Rings""}",beginner,{},https://youtu.be/4vEoBieXyKk,,true,false,,2026-01-28 16:16:45+00,,,"{""Classification: Calisthenics"",""Mechanics: Compound"",""Movement: Vertical Pull"",""Posture: Hanging"",""Grip: Pronated"",""Load position: No Load"",""Laterality: Bilateral"",""Force type: Pull""}",,pending
3fdc1d03-7cea-5d44-a234-d015358208a4,Barbell Climb,Calisthenics · Anti-Extension · Abdominals · Core,core,"{""Abdominals"",""Rectus Abdominis""}","{""Barbell""}",advanced,{},https://youtu.be/1bBP54xKHbQ,,true,false,,2026-01-28 16:16:45+00,,,"{""Classification: Calisthenics"",""Mechanics: Compound"",""Movement: Anti-Extension"",""Posture: Standing"",""Grip: Neutral"",""Load position: No Load"",""Laterality: Unilateral"",""Force type: Other""}",,pending
8f0bc06f-8fd6-558f-9947-1a658b6d2995,Bodyweight Ipsilateral Bird Dog,Unsorted* · Anti-Rotational · Abdominals · Core,core,"{""Abdominals"",""Rectus Abdominis"",""Gluteus Maximus"",""Erector Spinae""}","{""Bodyweight""}",advanced,{},https://youtu.be/8e1m4FNO7t8,,true,false,,2026-01-28 16:16:45+00,,,"{""Classification: Unsorted*"",""Mechanics: Compound"",""Movement: Anti-Rotational"",""Posture: Quadruped"",""Grip: Flat Palm"",""Load position: No Load"",""Laterality: Ipsilateral"",""Force type: Other""}",,pending
6c56c2ed-bf7b-5b7f-a3d0-af1d72847d15,Bodyweight Copenhagen Plank Knee to Elbow,Unsorted* · Hip Adduction · Adductors · Lower Body,legs,"{""Adductors"",""Adductor Magnus""}","{""Bodyweight"",""Bench (Flat)""}",advanced,{},https://youtu.be/DrSAMHlAk4I,,true,false,,2026-01-28 16:16:45+00,,,"{""Classification: Unsorted*"",""Mechanics: Compound"",""Movement: Hip Adduction"",""Posture: Side Plank"",""Grip: Forearm"",""Load position: No Load"",""Laterality: Unilateral"",""Force type: Other""}",,pending
bf68cb00-0d64-54cd-9b15-175361f55164,Ring Eccentric Chin Up,Calisthenics · Vertical Pull · Biceps · Upper Body,arms,"{""Biceps"",""Biceps Brachii"",""Latissimus Dorsi""}","{""Gymnastic Rings""}",beginner,{},https://youtu.be/QvgPN5XfDX8?si=0U64Q99rkmh8yNmO,,true,false,,2026-01-28 16:16:45+00,,,"{""Classification: Calisthenics"",""Mechanics: Compound"",""Movement: Vertical Pull"",""Posture: Hanging"",""Grip: Supinated"",""Load position: No Load"",""Laterality: Bilateral"",""Force type: Pull"",""In-depth video: https://youtu.be/Gh3vyrtzkmY""}",,pending
ed305c1b-df31-5352-8176-3f1d1aba156d,Single Arm Dumbbell Seated Shoulder External Rotation,Unsorted* · Shoulder External Rotation · Shoulders · Upper Body,shoulders,"{""Shoulders"",""Posterior Deltoids"",""Infraspinatus"",""Teres Minor""}","{""Dumbbell"",""Bench (Flat)""}",beginner,{},https://youtu.be/HeY0G79zbGA?si=qV6g26pqatUMpDew,,false,false,,2026-01-28 16:16:45+00,,,"{""Classification: Unsorted*"",""Mechanics: Isolation"",""Movement: Shoulder External Rotation"",""Posture: Seated"",""Grip: Pronated"",""Load position: Other"",""Laterality: Unilateral"",""Force type: Pull"",""In-depth video: https://youtu.be/XKCfeJp4Qo0""}",,pending
bf241e41-8aa4-5e8f-8cfa-b935d55a6644,Double Dumbbell Seated Cuban Rotation,Unsorted* · Shoulder External Rotation · Shoulders · Upper Body,shoulders,"{""Shoulders"",""Posterior Deltoids"",""Infraspinatus"",""Teres Minor""}","{""Dumbbell"",""Bench (Flat)""}",beginner,{},https://youtu.be/oYGHjG0jZuA,,false,false,,2026-01-28 16:16:45+00,,,"{""Classification: Unsorted*"",""Mechanics: Isolation"",""Movement: Shoulder External Rotation"",""Posture: Seated"",""Grip: Pronated"",""Load position: Other"",""Laterality: Bilateral"",""Force type: Pull"",""In-depth video: https://youtu.be/Ia8KK_P8r6Y""}",,pending
f3fa2316-0e58-5cd4-87b2-b326c088c21a,Double Dumbbell Cuban Rotation,Unsorted* · Shoulder External Rotation · Shoulders · Upper Body,shoulders,"{""Shoulders"",""Posterior Deltoids"",""Infraspinatus"",""Teres Minor""}","{""Dumbbell""}",beginner,{},https://youtu.be/_Cfrbn8dxH4,,false,false,,2026-01-28 16:16:45+00,,,"{""Classification: Unsorted*"",""Mechanics: Isolation"",""Movement: Shoulder External Rotation"",""Posture: Standing"",""Grip: Pronated"",""Load position: Other"",""Laterality: Bilateral"",""Force type: Pull""}",,pending
5ab8b216-f535-519b-a36e-fec01e547f40,Single Arm Cable Half Kneeling Contralateral Shoulder External Rotation 90 Degrees,Unsorted* · Shoulder External Rotation · Shoulders · Upper Body,shoulders,"{""Shoulders"",""Posterior Deltoids"",""Infraspinatus"",""Teres Minor""}","{""Cable""}",beginner,{},https://youtu.be/Ff4Dg3T4pNQ?si=xU9cm-kpyPdrIwA0,,false,false,,2026-01-28 16:16:45+00,,,"{""Classification: Unsorted*"",""Mechanics: Isolation"",""Movement: Shoulder External Rotation"",""Posture: Half Kneeling"",""Grip: Pronated"",""Load position: Other"",""Laterality: Unilateral"",""Force type: Pull"",""In-depth video: https://youtu.be/eM0V87yceog""}",,pending
5422ebc5-5b50-561a-8cab-43553bc2fd5e,Miniband Fire Hydrant,Bodybuilding · Hip External Rotation · Glutes · Lower Body,legs,"{""Glutes"",""Gluteus Maximus"",""Gluteus Medius"",""Gluteus Minimus""}","{""Miniband""}",beginner,{},https://youtu.be/gnzypKUFU6Y,,false,false,,2026-01-28 16:16:45+00,,,"{""Classification: Bodybuilding"",""Mechanics: Isolation"",""Movement: Hip External Rotation"",""Posture: Quadruped"",""Grip: Flat Palm"",""Load position: No Load"",""Laterality: Unilateral"",""Force type: Other""}",,pending
fb8bc33a-ee1f-5ada-9df0-5f3b64e2629c,Medicine Ball Russian Twist,Unsorted* · Rotational · Abdominals · Core,core,"{""Abdominals"",""Obliques"",""Rectus Abdominis"",""Iliopsoas""}","{""Medicine Ball""}",beginner,{},https://youtu.be/vT8p57mXVDo?feature=shared,,true,false,,2026-01-28 16:16:45+00,,,"{""Classification: Unsorted*"",""Mechanics: Compound"",""Movement: Rotational"",""Posture: Seated Floor"",""Grip: Neutral"",""Load position: Other"",""Laterality: Bilateral"",""Force type: Other"",""In-depth video: https://youtu.be/5BF32n07JBY""}",,pending
7633ae82-1edf-5db5-94f7-67daee116da6,Bodyweight Side Plank,Calisthenics · Anti-Lateral Flexion · Abdominals · Core,core,"{""Abdominals"",""Obliques"",""Rectus Abdominis""}","{""Bodyweight""}",beginner,{},https://youtu.be/_R389Jk0tIo,,true,false,,2026-01-28 16:16:45+00,,,"{""Classification: Calisthenics"",""Mechanics: Compound"",""Movement: Anti-Lateral Flexion"",""Posture: Side Plank"",""Grip: Forearm"",""Load position: No Load"",""Laterality: Unilateral"",""Force type: Other"",""In-depth video: https://youtu.be/rCxF2nG9vQ0""}",,pending
